Age,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Credit_Balance,Churned,Gender_Male,Gender_Other,Country_Canada,Country_France,Country_Germany,Country_India,Country_Japan,Country_UK,Country_USA,Signup_Quarter_Q2,Signup_Quarter_Q3,Signup_Quarter_Q4
18.0,2.5,4.0,19.6,7.0,75.4,1.0,15.6,91.42,1.0,22.8,0.0,27.5,4.0,2.0,24.6,3.5,2.0,907.04,2735.0,1,True,False,False,False,False,False,False,False,True,False,False,True
60.0,1.0,3.0,16.9,3.9,62.4,0.0,5.0,181.07,19.0,41.5,4.1,5.0,5.0,1.0,16.7,8.2,2.0,1004.32,1332.0,0,False,False,False,False,False,False,False,False,True,False,False,False
56.0,3.6,0.0,14.8,5.8,50.5,1.0,6.0,111.67,20.0,30.0,4.7,26.4,6.0,0.0,13.8,12.1,2.0,649.53,2275.0,0,False,False,False,False,False,False,False,False,True,False,True,False
30.0,2.8,12.0,31.7,8.5,68.1,5.0,9.0,86.6,32.0,31.5,7.8,5.2,4.0,4.0,41.3,9.2,2.0,839.99,2049.0,0,False,False,False,False,True,False,False,False,False,False,False,False
24.0,1.0,5.0,10.4,6.1,59.5,0.0,5.0,144.05,0.0,41.4,3.2,2.8,2.0,1.0,34.8,4.8,5.0,628.66,1222.0,0,False,False,False,False,False,False,False,True,False,False,False,False
32.0,4.5,7.0,20.5,2.9,77.2,5.0,10.0,167.41,29.0,14.9,7.7,6.5,4.0,3.0,16.5,14.8,2.0,1765.68,154.0,0,False,False,False,True,False,False,False,False,False,False,False,False
25.0,4.9,25.0,56.4,13.0,36.6,8.0,17.0,141.25,58.0,36.3,2.7,40.3,3.0,6.0,35.9,29.7,2.0,2867.75,3260.0,0,False,False,False,False,False,False,False,False,True,False,True,False
27.0,6.2,20.0,8.8,10.1,73.8,3.0,7.800000000000001,158.24,28.0,100.08,3.2,25.6,5.0,3.0,22.0,11.0,3.0,944.25,369.0,0,True,False,False,False,False,False,False,False,True,False,False,True
38.0,1.3,6.0,25.4,3.7,66.9,3.0,8.0,123.14,47.0,14.5,9.7,19.7,4.0,1.0,9.2,5.8,4.0,821.95,3521.0,0,True,False,False,False,False,False,False,False,False,False,True,False
58.0,2.3,7.0,19.6,8.5,72.7,3.0,9.0,140.21,46.0,36.8,0.6,20.0,3.0,3.0,32.8,11.8,2.0,1480.65,1321.0,0,True,False,True,False,False,False,False,False,False,False,True,False
45.0,1.4,5.0,15.0,5.0,62.8,2.0,10.4,169.37,57.0,64.32,1.4,33.2,6.0,1.0,21.9,11.1,5.0,1500.55,1820.0,0,False,False,False,False,False,False,False,False,True,False,False,True
50.0,1.9,10.0,19.6,5.7,53.2,6.0,18.2,69.38,10.0,53.879999999999995,0.7,8.6,6.0,0.0,40.3,17.3,1.0,936.17,831.0,0,True,False,False,False,False,False,False,True,False,False,False,True
36.0,0.4,12.0,40.6,11.2,60.1,5.0,16.0,173.84,15.0,44.3,9.4,31.6,8.0,3.0,43.7,24.5,3.0,2983.79,0.0,1,True,False,False,False,False,False,False,False,True,False,False,False
36.0,1.6,22.0,23.6,6.1,64.9,6.0,10.0,93.66,14.0,14.3,6.1,7.1,0.0,6.0,68.4,15.2,2.0,795.09,1372.0,0,False,True,False,False,False,False,False,False,True,False,True,False
43.0,5.5,20.0,23.5,11.4,47.9,5.0,18.2,78.13,20.0,9.36,5.6,40.6,4.0,2.0,36.6,19.3,1.0,998.66,2638.0,0,False,True,False,True,False,False,False,False,False,False,False,True
27.0,0.9,16.0,36.5,10.1,39.0,3.0,19.5,109.09,4.0,27.72,7.2,32.9,2.0,2.0,41.5,22.3,3.0,1840.64,1063.0,0,True,False,False,False,False,False,True,False,False,False,False,True
22.0,4.3,18.0,36.9,10.3,48.1,8.0,18.0,104.91,81.0,76.6,2.1,45.9,3.0,4.0,38.2,33.8,4.0,1958.4,2934.0,1,False,False,False,False,False,False,False,False,True,False,False,False
39.0,0.5,10.0,19.8,4.7,62.2,5.0,14.3,84.18,5.0,38.279999999999994,3.9,15.5,7.0,2.0,24.7,17.9,2.0,1013.64,22.0,0,True,False,False,False,False,True,False,False,False,False,False,True
39.0,0.9,11.0,20.4,6.4,67.7,3.0,11.7,136.82,17.0,22.56,7.0,13.9,6.0,1.0,16.9,19.1,4.0,1107.24,790.0,0,True,False,False,False,False,False,False,False,True,False,False,True
35.0,3.5,0.0,17.8,5.8,71.7,1.0,6.0,128.97,54.0,83.7,11.6,0.0,6.0,3.0,4.0,10.5,3.0,688.86,2491.0,1,False,False,False,True,False,False,False,False,False,False,False,False
39.0,0.7,8.0,14.1,3.6,90.2,0.0,8.0,68.08,20.0,52.5,11.8,15.6,9.0,0.0,9.3,8.9,1.0,457.2,2473.0,1,True,False,False,False,False,False,False,False,True,False,True,False
39.0,1.1,17.0,37.3,13.3,33.4,3.0,17.0,191.29,37.0,38.1,1.8,20.5,6.0,3.0,53.2,29.8,3.0,3841.7,3989.0,1,False,False,False,False,False,False,False,False,True,True,False,False
48.0,9.4,5.0,41.6,11.9,49.9,10.0,18.0,159.49,108.0,59.7,0.4,32.2,4.0,1.0,67.9,24.0,2.0,3139.59,4632.0,0,False,False,True,False,False,False,False,False,False,True,False,False
60.0,5.9,13.0,35.8,5.5,62.1,5.0,18.2,157.06,81.0,9.96,4.2,13.6,8.0,2.0,60.0,9.8,3.0,2320.91,3541.0,1,False,False,False,False,False,False,False,False,True,False,False,True
40.0,1.9,3.0,33.4,9.5,54.6,9.0,14.0,101.99,55.0,9.9,0.3,17.2,2.0,5.0,0.0,15.6,1.0,1676.77,1107.0,0,True,False,False,False,True,False,False,False,False,True,False,False
36.0,4.5,14.0,24.2,4.8,64.8,3.0,7.0,123.08,32.0,18.0,3.8,24.1,4.0,2.0,27.5,12.8,5.0,1015.53,1522.0,0,False,False,False,True,False,False,False,False,False,False,False,False
31.0,0.8,3.0,17.8,6.9,66.0,2.0,13.0,151.41,103.0,18.0,5.2,17.0,5.0,3.0,7.6,11.3,2.0,1879.14,764.0,1,False,False,False,False,False,False,False,False,True,False,False,False
34.0,0.3,10.0,23.4,4.5,51.0,6.0,11.7,138.61,15.0,32.16,1.1,34.5,6.0,0.0,28.9,17.0,5.0,1389.66,2420.0,0,False,False,False,False,False,False,False,True,False,False,False,True
34.0,4.1,8.0,15.6,7.2,60.5,1.0,11.0,145.37,36.0,58.6,19.3,26.3,6.0,2.0,22.2,6.1,2.0,1749.62,603.0,0,True,False,False,False,True,False,False,False,False,True,False,False
35.0,0.7,11.0,19.0,2.6,60.8,7.0,5.0,73.58,39.0,37.2,2.9,25.3,8.0,0.0,8.0,17.7,3.0,326.61,1011.0,0,False,False,False,False,False,False,False,False,False,True,False,False
18.0,8.0,7.0,27.0,6.6,61.0,2.0,9.0,109.67,7.0,17.6,1.5,12.9,9.0,3.0,8.8,9.4,2.0,986.44,0.0,1,False,False,False,False,False,False,False,False,True,True,False,False
35.0,1.7,13.0,30.9,13.2,36.5,5.0,20.0,90.57,36.0,22.5,6.2,32.1,4.0,0.0,85.5,24.6,3.0,2084.78,2248.0,0,False,False,True,False,False,False,False,False,False,False,False,False
18.0,4.3,16.0,14.7,6.3,67.0,9.0,16.0,129.63,104.0,52.8,11.0,20.4,2.0,1.0,24.3,17.1,1.0,2005.47,0.0,1,False,False,False,False,True,False,False,False,False,False,True,False
55.0,4.1,30.0,35.4,13.8,31.1,9.0,14.0,97.62,6.0,23.3,4.9,8.1,5.0,6.0,37.1,21.4,1.0,1184.83,2874.0,0,False,False,False,True,False,False,False,False,False,False,True,False
19.0,4.7,3.0,23.8,8.3,75.2,1.0,13.0,100.34,10.0,61.4,18.8,20.2,7.0,3.0,13.8,9.1,5.0,1526.85,1850.0,0,True,False,True,False,False,False,False,False,False,False,True,False
42.0,5.1,13.0,22.1,8.9,55.0,2.0,14.3,130.36,21.0,84.96,18.5,4.2,8.0,1.0,0.0,14.8,1.0,1644.08,1710.0,0,True,False,True,False,False,False,False,False,False,False,False,True
52.0,4.8,0.0,23.2,8.1,52.8,2.0,7.0,214.37,11.0,24.7,2.4,23.4,6.0,4.0,29.7,21.0,4.0,1582.34,568.0,1,True,False,False,False,True,False,False,False,False,False,False,False
34.0,1.6,17.0,35.0,11.0,51.9,5.0,14.0,111.39,85.0,27.1,11.2,20.0,4.0,6.0,14.9,27.4,1.0,1372.95,3255.0,0,True,False,False,False,False,True,False,False,False,False,False,False
23.0,1.8,22.0,49.1,16.5,17.9,14.0,22.0,116.86,86.0,25.2,8.0,39.0,3.0,4.0,72.9,40.2,2.0,2755.2,2829.0,1,False,True,True,False,False,False,False,False,False,False,False,False
61.0,1.4,7.0,35.1,6.6,61.4,3.0,13.0,116.37,61.0,48.5,12.3,21.6,3.0,2.0,25.8,8.9,3.0,1223.14,3057.0,0,False,False,False,False,False,False,False,False,True,True,False,False
32.0,1.5,17.0,36.1,8.7,40.3,4.0,20.0,109.02,5.0,20.8,13.0,28.3,6.0,3.0,25.7,25.5,2.0,2331.62,0.0,1,True,False,False,False,False,False,False,False,True,False,False,False
21.0,4.7,34.0,55.0,19.8,26.7,7.0,27.0,71.75,2.0,13.0,3.4,61.4,0.0,2.0,59.6,46.5,3.0,2210.35,5924.0,1,True,False,False,False,False,False,False,False,True,False,False,False
42.0,3.1,0.0,19.5,6.8,65.1,2.0,6.0,91.79,4.0,28.9,11.5,6.2,6.0,1.0,14.3,4.3,2.0,645.15,1205.0,0,False,False,False,False,False,True,False,False,False,False,True,False
39.0,4.0,23.0,32.7,13.4,34.0,6.0,16.0,94.97,22.0,52.4,4.4,37.5,2.0,3.0,49.6,16.7,3.0,1543.48,1777.0,0,True,False,False,False,False,False,False,False,False,False,True,False
40.0,9.7,19.0,44.3,15.8,53.7,8.0,17.0,156.84,0.0,34.1,26.0,49.1,6.0,3.0,51.1,22.0,1.0,3180.06,2393.0,1,True,False,False,False,False,True,False,False,False,False,False,False
39.0,4.8,5.0,17.0,4.2,56.8,2.0,12.0,159.0,28.0,45.8,2.2,13.9,7.0,1.0,13.8,12.2,3.0,1800.5,944.0,0,False,False,False,False,False,False,True,False,False,False,False,False
28.0,0.9,7.0,26.2,7.9,66.0,4.0,12.0,78.85,40.0,45.3,3.3,8.7,8.0,0.0,25.9,26.2,2.0,1116.41,1145.0,0,False,False,False,False,False,False,True,False,False,False,False,False
41.0,0.8,2.0,29.9,4.6,66.5,3.0,13.0,123.78,4.0,36.0,2.6,2.8,4.0,2.0,24.8,14.6,2.0,1131.33,2086.0,0,False,False,False,True,False,False,False,False,False,False,False,True
56.0,1.1,28.0,40.3,12.8,47.3,11.0,16.0,126.2,36.0,60.6,4.5,36.8,1.0,5.0,35.5,27.6,1.0,2300.6,3383.0,0,False,False,False,False,False,False,False,False,True,False,True,False
31.0,0.8,9.0,19.3,9.3,40.8,3.0,14.3,110.88,4.0,47.04,1.8,35.8,6.0,1.0,16.3,27.0,2.0,1451.69,228.0,0,False,False,False,False,False,False,False,False,True,False,False,True
34.0,1.1,11.0,13.7,6.8,73.4,1.0,8.0,111.87,14.0,45.6,4.5,9.5,7.0,2.0,8.3,17.3,3.0,934.7,0.0,0,False,False,True,False,False,False,False,False,False,False,True,False
39.0,0.8,6.0,3.5,2.2,90.5,0.0,8.0,107.88,9.0,62.4,0.8,13.7,8.0,0.0,5.9,7.0,1.0,880.39,1839.0,1,True,False,False,False,True,False,False,False,False,False,True,False
41.0,9.2,21.0,42.7,14.8,67.2,11.0,19.0,37.24,30.0,56.5,6.1,29.0,6.0,2.0,46.3,34.7,4.0,710.32,2132.0,0,True,False,False,True,False,False,False,False,False,False,True,False
30.0,1.3,14.0,8.8,2.5,66.9,1.0,5.0,94.96,26.0,40.1,5.7,5.6,2.0,0.0,2.9,5.1,1.0,567.24,145.0,1,False,False,False,False,False,False,False,True,False,False,True,False
19.0,2.0,35.0,56.7,17.3,4.2,17.0,26.0,76.4,16.0,43.7,4.6,60.2,1.0,10.0,93.3,43.4,2.0,2003.21,5773.0,0,False,False,False,False,False,False,False,False,True,False,False,False
33.0,2.9,19.0,33.6,15.5,38.3,11.0,13.0,116.27,27.0,39.3,9.4,18.5,2.0,8.0,35.7,31.4,4.0,1519.34,3162.0,0,True,False,False,False,False,False,False,True,False,True,False,False
28.0,2.5,3.0,10.7,7.8,84.2,0.0,8.0,66.56,46.0,53.9,1.6,13.8,10.0,0.0,19.4,4.7,3.0,441.0,454.0,1,False,True,False,False,False,True,False,False,False,False,True,False
20.0,3.2,17.0,49.7,13.0,55.7,3.0,14.0,127.4,33.0,46.1,0.3,41.4,3.0,7.0,50.0,23.7,3.0,1476.11,1596.0,0,True,False,False,False,False,False,False,False,True,True,False,False
51.0,4.5,26.0,43.0,14.7,47.0,7.0,31.200000000000003,83.73,23.0,20.04,8.2,43.5,7.0,9.0,62.5,45.3,4.0,2243.57,2322.0,1,True,False,False,False,True,False,False,False,False,False,False,True
50.0,1.5,15.0,22.9,6.0,56.6,3.0,8.0,90.68,20.0,17.1,4.3,4.7,6.0,1.0,5.7,13.3,1.0,588.04,3145.0,0,False,False,False,False,False,False,False,False,True,False,True,False
47.0,1.2,12.0,32.9,10.4,56.8,3.0,15.0,68.31,47.0,25.4,20.7,15.6,6.0,5.0,22.7,27.6,2.0,900.78,3209.0,0,True,False,True,False,False,False,False,False,False,True,False,False
45.0,3.9,1.0,7.1,7.0,79.2,1.0,2.0,106.72,6.0,66.3,7.0,0.0,6.0,0.0,8.6,14.6,2.0,221.88,903.0,1,False,False,False,False,False,False,False,False,True,False,False,False
41.0,5.7,8.0,26.1,7.3,76.5,0.0,4.0,81.97,69.0,47.1,14.3,4.6,4.0,3.0,0.0,3.0,3.0,390.38,2236.0,1,True,False,False,False,False,False,False,False,False,True,False,False
40.0,1.0,25.0,43.5,12.1,40.1,4.0,16.0,101.93,49.0,18.1,6.8,32.4,3.0,4.0,13.6,16.6,1.0,1362.12,2565.0,0,False,False,False,False,False,False,False,True,False,True,False,False
47.0,1.0,5.0,11.5,6.3,76.0,0.0,4.0,219.51,8.0,25.7,5.0,6.5,9.0,0.0,0.0,3.5,3.0,854.69,655.0,1,False,False,True,False,False,False,False,False,False,True,False,False
44.0,2.0,7.0,26.3,7.1,69.8,0.0,5.0,112.82,28.0,51.1,0.5,26.7,5.0,1.0,0.0,4.3,1.0,523.39,0.0,0,True,False,False,False,False,False,False,True,False,False,False,False
40.0,1.3,8.0,15.1,1.0,88.7,0.0,3.0,53.46,17.0,40.4,8.8,9.2,5.0,0.0,10.7,15.4,4.0,129.57,2663.0,1,True,False,False,False,False,False,False,False,True,False,True,False
45.0,1.2,5.0,11.8,4.2,73.3,0.0,6.0,149.69,4.0,36.5,4.2,10.5,9.0,2.0,0.0,15.3,3.0,1016.51,0.0,0,True,False,False,False,False,False,False,True,False,False,True,False
37.0,1.5,7.0,18.7,7.2,79.5,1.0,5.0,149.21,9.0,22.8,3.6,5.6,7.0,3.0,23.0,11.4,3.0,798.64,911.0,0,False,True,False,False,False,False,False,False,True,False,True,False
38.0,6.9,21.0,39.7,13.3,39.2,7.0,20.0,60.21,9.0,73.0,4.9,23.7,3.0,8.0,30.9,28.1,2.0,1220.66,3125.0,0,True,False,False,False,True,False,False,False,False,True,False,False
47.0,5.9,9.0,35.0,10.6,33.2,3.0,20.0,125.24,26.0,23.5,2.0,33.6,4.0,6.0,27.7,26.6,3.0,2953.05,3418.0,0,False,False,False,False,False,False,False,False,True,False,False,False
48.0,2.6,11.0,20.0,5.9,66.0,4.0,7.0,224.42,2.0,57.6,2.0,0.0,9.0,3.0,12.7,17.5,3.0,1651.92,3654.0,0,False,False,False,False,False,False,False,False,False,False,True,False
53.0,4.2,18.0,30.9,10.0,25.9,8.0,17.0,73.35,37.0,83.0,5.2,49.2,4.0,7.0,87.8,32.0,2.0,1151.38,2399.0,0,False,False,False,False,False,False,False,False,True,True,False,False
64.0,2.9,27.0,32.6,8.3,44.3,4.0,14.0,51.84,15.0,48.5,4.9,22.0,7.0,3.0,57.8,28.4,3.0,759.32,3184.0,0,True,False,False,False,False,False,True,False,False,False,False,False
51.0,1.3,12.0,37.7,15.1,38.1,4.0,23.0,131.7,38.0,15.2,14.8,45.5,4.0,4.0,37.7,25.6,4.0,2723.02,3462.0,0,True,False,False,True,False,False,False,False,False,False,False,False
29.0,5.5,9.0,13.5,2.7,83.7,2.0,10.0,96.09,127.0,48.9,5.0,0.0,6.0,0.0,25.2,2.8,5.0,879.01,1448.0,1,False,False,False,False,False,True,False,False,False,False,False,False
20.0,6.4,15.0,20.3,6.5,61.6,4.0,18.2,150.44,0.0,19.44,9.5,3.9,6.0,4.0,58.7,10.6,1.0,1896.87,196.0,1,False,False,False,False,False,False,False,False,False,False,False,True
31.0,0.4,12.0,27.9,9.2,55.8,2.0,14.0,118.63,23.0,61.1,7.6,23.5,10.0,3.0,32.4,9.7,2.0,1840.85,2078.0,0,True,False,False,True,False,False,False,False,False,False,False,False
18.0,1.4,20.0,33.6,10.3,63.3,7.0,12.0,126.83,72.0,31.3,7.1,22.7,3.0,2.0,39.7,20.3,1.0,1424.96,3393.0,0,True,False,False,False,False,False,False,False,True,False,True,False
43.0,0.4,17.0,39.3,7.1,41.7,6.0,22.0,89.49,31.0,66.2,7.7,23.3,11.0,3.0,62.3,19.9,2.0,1597.25,2599.0,1,True,False,False,False,False,False,False,False,True,False,True,False
22.0,1.2,16.0,29.8,11.1,62.2,6.0,18.0,123.44,11.0,6.0,2.4,14.8,1.0,2.0,23.1,26.5,1.0,2296.89,2924.0,1,False,False,False,False,False,False,True,False,False,False,True,False
41.0,0.5,2.0,12.2,3.7,64.1,3.0,7.800000000000001,78.89,17.0,72.0,0.5,0.0,3.0,1.0,17.2,17.9,3.0,423.09,2317.0,0,False,False,False,False,False,False,False,False,True,False,False,True
39.0,0.1,17.0,25.7,8.5,69.9,3.0,10.0,126.4,59.0,52.5,1.4,11.8,6.0,2.0,53.4,22.0,2.0,1361.66,586.0,0,False,False,False,False,False,False,False,False,True,True,False,False
37.0,2.7,19.0,44.7,14.2,44.9,5.0,18.2,154.17,6.0,17.76,14.1,29.6,4.0,5.0,58.4,26.6,2.0,2489.06,3727.0,0,False,False,False,False,False,True,False,False,False,False,False,True
39.0,4.9,0.0,11.0,8.0,62.0,4.0,6.0,75.89,38.0,83.9,0.5,0.0,1.0,2.0,5.6,20.8,1.0,531.95,2329.0,0,False,False,False,False,False,False,False,False,False,False,True,False
40.0,0.7,7.0,21.2,3.3,79.7,0.0,11.7,84.9,36.0,51.24,0.6,21.2,4.0,1.0,19.6,4.3,1.0,874.81,1422.0,0,False,False,True,False,False,False,False,False,False,False,False,True
33.0,2.6,4.0,16.5,7.7,70.4,5.0,14.3,83.79,6.0,98.04,0.6,13.2,12.0,1.0,17.0,17.7,3.0,854.18,871.0,0,False,False,False,False,False,False,False,False,True,False,False,True
39.0,1.7,5.0,9.4,9.3,76.1,0.0,6.0,94.59,31.0,48.4,7.8,24.3,10.0,1.0,0.0,8.6,4.0,529.71,2223.0,0,False,False,False,True,False,False,False,False,False,False,False,False
33.0,5.7,0.0,11.8,2.2,68.7,0.0,5.0,87.89,37.0,15.1,8.9,0.0,9.0,0.0,3.8,2.4,4.0,491.13,26.0,1,True,False,False,False,False,False,False,False,True,False,False,False
42.0,1.9,2.0,21.7,6.7,51.2,7.0,18.2,75.3,88.0,13.32,3.7,29.0,8.0,1.0,0.0,5.1,1.0,1238.21,1395.0,0,False,False,False,True,False,False,False,False,False,False,False,True
31.0,1.7,22.0,43.5,11.1,32.6,2.0,17.0,105.7,54.0,68.4,16.2,43.9,7.0,2.0,54.0,27.0,3.0,1664.1,2840.0,0,False,False,False,False,True,False,False,False,False,True,False,False
42.0,8.3,0.0,11.9,7.8,75.9,3.0,6.0,107.25,18.0,60.8,18.0,17.7,11.0,1.0,30.9,14.5,1.0,662.03,0.0,1,True,False,False,False,True,False,False,False,False,False,False,False
41.0,0.7,14.0,21.1,8.3,61.5,3.0,10.4,71.27,123.0,27.12,1.8,22.8,7.0,7.0,14.7,22.5,3.0,523.07,1905.0,0,True,False,False,False,True,False,False,False,False,False,False,True
28.0,1.6,17.0,47.0,18.9,45.3,6.0,22.0,136.83,17.0,27.6,10.2,50.9,4.0,7.0,37.3,31.3,2.0,3020.66,4579.0,0,True,False,False,False,False,False,False,True,False,False,False,False
49.0,2.1,15.0,34.0,12.8,48.6,5.0,14.0,107.6,28.0,15.4,2.6,13.5,5.0,3.0,46.9,31.5,1.0,1320.15,3631.0,0,False,False,False,False,True,False,False,False,False,False,False,False
28.0,0.2,12.0,27.8,8.7,46.2,4.0,10.0,111.7,1.0,42.8,10.4,0.0,4.0,1.0,0.0,14.4,3.0,1298.7,0.0,0,True,False,False,True,False,False,False,False,False,True,False,False
51.0,3.3,13.0,25.0,7.1,53.9,2.0,10.0,120.28,11.0,13.4,1.6,48.1,6.0,4.0,47.8,14.9,2.0,1002.66,2429.0,0,False,False,False,False,True,False,False,False,False,False,True,False
42.0,2.7,29.0,49.9,16.9,28.0,9.0,21.0,107.53,40.0,39.5,3.2,41.8,2.0,2.0,56.2,38.5,2.0,2327.5,3767.0,0,False,False,False,False,False,False,False,False,True,True,False,False
29.0,1.0,9.0,25.6,2.8,81.7,0.0,9.1,191.06,32.0,66.6,4.3,16.7,8.0,2.0,35.9,14.9,2.0,1317.84,2090.0,0,True,False,False,False,False,False,False,False,True,False,False,True
38.0,2.2,19.0,38.7,11.3,43.4,11.0,14.0,100.26,62.0,34.7,0.4,35.2,4.0,7.0,21.0,20.5,2.0,1249.96,2045.0,0,False,False,False,False,False,False,False,False,True,True,False,False
18.0,1.8,13.0,16.1,10.5,73.1,3.0,10.4,51.59,53.0,84.6,0.3,24.1,7.0,2.0,16.0,24.6,1.0,395.66,824.0,0,False,False,False,False,False,False,False,False,True,False,False,True
26.0,0.8,5.0,22.7,7.6,73.4,1.0,7.0,221.37,13.0,32.2,22.1,6.9,3.0,1.0,8.8,10.7,4.0,1763.66,2105.0,1,True,False,False,False,False,False,False,True,False,False,False,False
44.0,3.1,17.0,30.0,8.8,35.4,6.0,13.0,120.03,49.0,21.1,2.2,15.9,7.0,2.0,20.6,20.0,1.0,1285.81,0.0,1,False,False,False,False,False,False,False,False,True,False,True,False
41.0,1.4,6.0,16.8,4.2,64.7,2.0,6.5,99.62,19.0,39.24,2.6,6.6,8.0,3.0,12.8,11.9,3.0,483.21,1175.0,1,True,False,False,False,False,False,False,True,False,False,False,True
36.0,7.1,0.0,26.1,3.9,60.7,5.0,7.0,149.31,8.0,39.5,5.1,2.1,9.0,2.0,5.0,13.3,1.0,1063.94,51.0,0,True,False,False,False,False,False,False,False,True,False,False,False
34.0,2.7,10.0,33.5,5.7,53.6,4.0,14.0,63.6,9.0,11.8,1.9,31.4,2.0,3.0,53.8,17.7,1.0,767.4,496.0,0,True,False,False,False,False,False,False,False,True,False,False,False
65.0,0.6,13.0,20.3,12.4,60.0,4.0,13.0,75.71,0.0,66.7,1.0,21.6,6.0,3.0,11.7,21.6,2.0,1051.27,2478.0,0,False,False,False,False,False,False,False,False,True,True,False,False
56.0,7.2,17.0,29.3,12.0,42.7,6.0,21.0,132.31,49.0,42.9,1.2,20.9,8.0,5.0,34.9,21.9,3.0,2993.55,2434.0,1,True,False,False,False,False,False,False,False,True,True,False,False
38.0,0.9,3.0,22.9,5.1,54.1,2.0,14.0,69.19,10.0,43.1,1.3,18.6,6.0,0.0,2.7,9.0,2.0,1078.13,2571.0,0,False,False,True,False,False,False,False,False,False,False,True,False
44.0,1.1,13.0,29.7,8.1,42.1,6.0,15.0,160.46,47.0,28.9,7.7,17.9,2.0,3.0,50.8,32.7,4.0,1973.1,2955.0,0,False,False,False,False,False,False,False,False,True,True,False,False
28.0,2.8,2.0,18.0,2.2,94.6,2.0,4.0,121.83,25.0,8.2,9.8,14.6,6.0,1.0,0.0,17.0,2.0,418.24,0.0,1,True,False,False,False,False,False,False,True,False,False,True,False
62.0,3.0,35.0,48.1,13.9,19.7,7.0,30.0,125.02,5.0,20.7,0.9,47.7,2.0,8.0,81.1,41.0,1.0,4241.91,2945.0,0,True,False,False,False,False,False,False,True,False,False,True,False
40.0,3.2,12.0,43.7,9.7,38.7,13.0,16.0,138.66,2.0,37.1,3.0,31.7,5.0,6.0,29.7,28.2,3.0,2197.39,4200.0,1,False,False,False,False,True,False,False,False,False,False,False,False
54.0,4.5,24.0,42.5,16.5,33.0,13.0,19.0,93.44,7.0,25.0,6.8,42.7,4.0,6.0,80.6,29.2,1.0,2086.91,3136.0,0,True,False,False,False,False,False,False,False,True,False,False,False
41.0,1.2,17.0,33.0,7.8,31.1,7.0,15.0,95.36,25.0,32.7,4.7,26.7,2.0,3.0,36.9,29.7,3.0,1294.24,2046.0,0,True,False,True,False,False,False,False,False,False,True,False,False
32.0,1.0,4.0,15.8,6.4,66.5,4.0,10.0,136.91,5.0,52.9,4.4,24.0,8.0,4.0,43.1,23.7,3.0,1605.77,3124.0,0,False,False,False,True,False,False,False,False,False,True,False,False
32.0,4.1,18.0,35.3,13.5,31.3,6.0,24.7,152.75,17.0,53.64,4.0,18.9,2.0,4.0,50.0,33.3,3.0,3153.56,2485.0,0,True,False,True,False,False,False,False,False,False,False,False,True
35.0,2.0,2.0,20.0,6.0,75.8,3.0,11.0,67.22,73.0,48.5,1.0,11.8,7.0,0.0,34.1,15.8,2.0,695.22,276.0,0,True,False,False,True,False,False,False,False,False,True,False,False
49.0,7.1,16.0,33.7,8.4,38.6,8.0,19.0,108.4,7.0,29.4,17.2,25.1,3.0,3.0,70.5,30.4,3.0,2232.51,3361.0,0,False,False,False,False,False,False,False,False,True,True,False,False
23.0,3.6,10.0,19.4,4.8,73.5,4.0,10.0,102.94,28.0,53.5,4.9,26.1,12.0,2.0,0.0,10.3,2.0,1166.21,1464.0,0,True,False,False,False,False,True,False,False,False,False,False,False
30.0,2.7,3.0,10.8,9.6,73.1,4.0,16.900000000000002,102.14,37.0,56.04,4.2,22.9,9.0,3.0,23.1,7.4,1.0,1129.42,3270.0,0,True,False,False,False,False,False,False,True,False,False,False,True
33.0,1.1,20.0,52.8,9.2,27.7,12.0,22.0,97.75,31.0,31.9,4.5,30.0,5.0,7.0,57.1,31.4,3.0,2563.09,2382.0,0,True,False,False,False,False,False,False,True,False,False,True,False
57.0,2.3,17.0,49.0,13.8,29.8,5.0,23.0,40.92,16.0,38.0,4.5,32.1,1.0,5.0,48.6,26.6,2.0,1001.04,2481.0,0,True,False,False,False,False,True,False,False,False,False,False,False
18.0,5.4,17.0,23.3,12.4,65.5,5.0,14.0,81.17,101.0,53.3,4.8,19.4,4.0,3.0,28.4,30.3,2.0,1027.68,2110.0,0,True,False,False,False,False,False,False,False,True,False,True,False
47.0,3.6,14.0,24.8,6.4,83.0,1.0,10.0,79.29,7.0,79.1,1.8,30.0,8.0,3.0,40.8,19.0,1.0,648.74,1486.0,0,False,False,True,False,False,False,False,False,False,False,True,False
32.0,4.1,13.0,26.9,9.3,53.6,3.0,11.0,55.17,28.0,11.8,11.4,23.5,0.0,5.0,45.6,15.4,2.0,683.58,3526.0,0,False,False,False,False,False,False,False,False,True,False,False,False
24.0,3.3,10.0,23.6,4.6,46.2,3.0,7.0,58.46,19.0,39.1,7.3,20.5,4.0,0.0,27.0,6.5,2.0,483.22,0.0,0,True,False,False,False,False,False,True,False,False,False,False,False
